model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,2,chla,19.049422136304894
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,2,chla,17.432833580535494
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,2,chla,14.983353350665707
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,2,chla,15.310058077100628
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,2,chla,17.643369776685972
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,2,chla,14.217991181469854
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,2,chla,10.731595252098623
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,2,chla,15.485216409319529
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,2,chla,11.955816237504449
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,2,chla,13.772183319291553
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,2,chla,9.663245270492784
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,2,chla,10.089727264692693
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,2,chla,9.4752360255711
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,2,chla,9.672019308505888
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,2,chla,13.696763626965723
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,2,chla,13.711841683898223
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,2,chla,15.670772192359085
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,2,chla,13.398463410343133
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,2,chla,15.798200993978396
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,2,chla,20.578971727873853
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,2,chla,20.469381058832408
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,2,chla,19.462925667060702
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,2,chla,12.94142823836693
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,2,chla,12.20237317031066
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,2,chla,11.254479846814354
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,2,chla,9.153817104835419
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,2,chla,9.198709629780994
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,3,chla,13.311501127516905
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,3,chla,13.23571166965936
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,3,chla,10.246523100526346
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,3,chla,9.346423358077859
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,3,chla,8.219484811249425
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,3,chla,6.203952595020569
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,3,chla,4.302583046568464
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,3,chla,0.8169042133518798
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,3,chla,0.2581177072811915
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,3,chla,2.9216891785562793
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,3,chla,4.825740936612563
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,3,chla,3.0192181572119696
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,3,chla,3.7223934595751094
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,3,chla,0.7463838910685525
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,3,chla,4.890390896504737
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,3,chla,4.881504974740426
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,3,chla,4.860504669446477
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,3,chla,7.757607892323016
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,3,chla,5.751392374324373
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,3,chla,7.034001960613488
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,3,chla,13.43969362688659
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,3,chla,16.821323727938005
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,3,chla,20.011669488079733
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,3,chla,13.32780878699792
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,3,chla,13.91212675933644
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,3,chla,17.27903391857042
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,3,chla,15.895731350139783
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,3,chla,13.298364324363956
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,3,chla,5.896870095850789
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,3,chla,11.936057476751392
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,3,chla,13.704498217582307
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,3,chla,15.142739637570825
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,3,chla,11.864885966547774
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,3,chla,9.8196527558304
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,3,chla,5.6638567584978
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,3,chla,5.4733104023828885
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,4,chla,13.321658223030337
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,4,chla,13.152336770632132
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,4,chla,9.262019766072726
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,4,chla,4.587785758026986
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,4,chla,5.994860528519795
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,4,chla,0.12983929615930426
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,4,chla,0.12871850542969843
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,4,chla,1.0485002452096264
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,4,chla,-1.934056225889433
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,4,chla,2.1093119320751588
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,4,chla,3.108048157090039
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,4,chla,2.5333843710381583
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,4,chla,3.4219744695247565
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,4,chla,6.531445284718375
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,4,chla,2.2296987029969566
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,4,chla,1.2302298190682852
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,4,chla,1.5691268153147506
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,4,chla,2.1533411695576175
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,4,chla,2.0003862324523936
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,4,chla,1.415652900269368
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,4,chla,6.86667632356735
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,4,chla,7.781933578257258
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,4,chla,5.651740177680721
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,4,chla,8.553809544208297
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,4,chla,11.035617817679375
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,4,chla,9.456411762948928
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,4,chla,9.579330500789208
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,4,chla,11.495085045079954
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,4,chla,12.177870411883504
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,4,chla,14.352635760369411
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,4,chla,12.75162312783944
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,4,chla,8.577334434630425
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,4,chla,2.1728995935812327
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,4,chla,11.086102509783673
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,4,chla,10.23098832250334
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,4,chla,7.516923878557286
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,5,chla,13.471516469905506
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,5,chla,15.839145123666391
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,5,chla,10.056847217692583
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,5,chla,6.337167146090319
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,5,chla,9.343691000446237
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,5,chla,1.277693929109218
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,5,chla,3.631824486035224
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,5,chla,2.488558019229009
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,5,chla,2.2407686886281355
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,5,chla,3.9382904099684555
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,5,chla,1.6231687844753384
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,5,chla,7.403186931009955
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,5,chla,12.567485299777193
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,5,chla,13.077507919003816
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,5,chla,10.855283600693486
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,5,chla,14.526205427256317
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,5,chla,12.286857701985658
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,5,chla,13.702205553181344
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,5,chla,9.9526188761169
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,5,chla,10.815223004358376
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,5,chla,9.748788885636126
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,5,chla,7.97056617636148
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,5,chla,9.232376978549
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,5,chla,13.585022527364693
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,5,chla,14.75025730667842
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,5,chla,13.285879818684379
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,5,chla,12.17785883728778
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,5,chla,16.883503779146572
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,5,chla,18.146612535661266
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,5,chla,15.747038095406069
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,5,chla,14.961865366410075
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,5,chla,13.778167422777122
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,5,chla,13.942810921908572
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,5,chla,13.334130002772891
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,5,chla,10.699667310989794
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,5,chla,8.39200665203897
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,6,chla,13.587647052875994
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,6,chla,14.406132359916167
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,6,chla,14.325607224708664
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,6,chla,12.107683812722541
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,6,chla,9.964806449877583
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,6,chla,14.516599079820825
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,6,chla,9.413802558880286
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,6,chla,9.207061667755978
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,6,chla,9.77327277171689
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,6,chla,5.485236523906842
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,6,chla,3.1929196476274493
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,6,chla,4.358794909515183
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,6,chla,5.053174955852677
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,6,chla,6.114759705577075
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,6,chla,9.153587334263133
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,6,chla,12.755654064822533
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,6,chla,12.978537225888726
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,6,chla,12.694964889336479
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,6,chla,9.487132954290313
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,6,chla,10.020396023018273
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,6,chla,11.940266845577623
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,6,chla,12.731215345630005
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,6,chla,10.099135714631686
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,6,chla,10.665574460605459
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,6,chla,13.558417901859684
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,6,chla,8.036126929907097
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,6,chla,8.945646587499084
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,6,chla,6.6137717773981946
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,6,chla,7.468513861388589
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,6,chla,6.772388219029538
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,6,chla,5.717899098836355
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,6,chla,12.169419182405328
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,6,chla,7.285447423392389
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,6,chla,6.414784692879872
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,6,chla,6.232928771892276
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,6,chla,5.963907137837258
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,7,chla,13.399602282477852
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,7,chla,12.425258231796636
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,7,chla,8.890073513898102
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,7,chla,7.0579971848427885
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,7,chla,10.131994009535468
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,7,chla,11.290780885514181
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,7,chla,10.805347809996796
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,7,chla,14.061401960481238
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,7,chla,13.175025930803384
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,7,chla,12.027109995490324
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,7,chla,13.029352259589581
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,7,chla,10.560532465543128
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,7,chla,9.005621856319294
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,7,chla,10.228115187101048
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,7,chla,9.524745018049106
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,7,chla,9.86047937764557
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,7,chla,18.441814791691016
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,7,chla,10.645404880521083
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,7,chla,10.11145509394171
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,7,chla,3.6378990131761957
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,7,chla,8.767331610875303
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,7,chla,3.2938168915792403
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,7,chla,-0.2813190838121677
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,7,chla,2.8103240518553783
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,7,chla,5.999726888414104
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,7,chla,6.278043655312843
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,7,chla,2.9440909530381174
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,7,chla,1.737396040243507
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,7,chla,-0.8931513183841346
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,7,chla,0.5250235447658029
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,7,chla,3.3598525185282586
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,7,chla,7.2095313907971
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,7,chla,6.239357986416579
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,7,chla,8.529960524315333
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,7,chla,7.295542744133631
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,7,chla,6.329648351782317
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,8,chla,13.515571108732715
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,8,chla,15.433891928864023
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,8,chla,15.82286337867623
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,8,chla,10.587634532774603
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,8,chla,7.15983540555306
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,8,chla,10.664441540414007
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,8,chla,9.307969062343936
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,8,chla,6.842010364975997
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,8,chla,10.033752147992743
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,8,chla,13.097483079211564
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,8,chla,16.890297321893907
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,8,chla,14.75442225423877
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,8,chla,13.26768444797542
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,8,chla,7.8092716666250706
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,8,chla,8.029305831601047
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,8,chla,6.528664259741513
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,8,chla,5.901719069181587
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,8,chla,5.107106275205392
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,8,chla,2.3550230773516643
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,8,chla,2.565651974083111
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,8,chla,-2.24106221994835
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,8,chla,-4.9930095678150845
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,8,chla,-3.955589931927916
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,8,chla,-2.8549403435402074
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,8,chla,1.8375914573954784
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,8,chla,2.890108245275786
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,8,chla,11.325074431522028
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,8,chla,9.611515353379673
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,8,chla,9.11296974375626
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,8,chla,7.601585149251714
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,8,chla,8.264085822910598
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,8,chla,9.504084876888518
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,8,chla,6.787259939730013
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,8,chla,1.9440055218370453
your_model_id,2023-07-04,2023-05-30,SUGG,ensemble,8,chla,2.675892167568587
your_model_id,2023-07-05,2023-05-30,SUGG,ensemble,8,chla,-0.12234818000327703
your_model_id,2023-05-31,2023-05-30,SUGG,ensemble,9,chla,13.505749081247192
your_model_id,2023-06-01,2023-05-30,SUGG,ensemble,9,chla,14.205283767147865
your_model_id,2023-06-02,2023-05-30,SUGG,ensemble,9,chla,13.063421164535933
your_model_id,2023-06-03,2023-05-30,SUGG,ensemble,9,chla,14.027700564960174
your_model_id,2023-06-04,2023-05-30,SUGG,ensemble,9,chla,10.269149236056085
your_model_id,2023-06-05,2023-05-30,SUGG,ensemble,9,chla,7.393454332979195
your_model_id,2023-06-06,2023-05-30,SUGG,ensemble,9,chla,7.0000333970574795
your_model_id,2023-06-07,2023-05-30,SUGG,ensemble,9,chla,6.244308178205736
your_model_id,2023-06-08,2023-05-30,SUGG,ensemble,9,chla,6.148021579103549
your_model_id,2023-06-09,2023-05-30,SUGG,ensemble,9,chla,7.890563045273733
your_model_id,2023-06-10,2023-05-30,SUGG,ensemble,9,chla,8.985789353942828
your_model_id,2023-06-11,2023-05-30,SUGG,ensemble,9,chla,9.142636754283272
your_model_id,2023-06-12,2023-05-30,SUGG,ensemble,9,chla,11.226854707650563
your_model_id,2023-06-13,2023-05-30,SUGG,ensemble,9,chla,13.601763073519201
your_model_id,2023-06-14,2023-05-30,SUGG,ensemble,9,chla,13.01590542195569
your_model_id,2023-06-15,2023-05-30,SUGG,ensemble,9,chla,10.393101928748651
your_model_id,2023-06-16,2023-05-30,SUGG,ensemble,9,chla,4.4615619851388955
your_model_id,2023-06-17,2023-05-30,SUGG,ensemble,9,chla,0.17444177727889934
your_model_id,2023-06-18,2023-05-30,SUGG,ensemble,9,chla,4.060677773646784
your_model_id,2023-06-19,2023-05-30,SUGG,ensemble,9,chla,6.5433221349197
your_model_id,2023-06-20,2023-05-30,SUGG,ensemble,9,chla,4.518028467583801
your_model_id,2023-06-21,2023-05-30,SUGG,ensemble,9,chla,5.846115516065784
your_model_id,2023-06-22,2023-05-30,SUGG,ensemble,9,chla,1.1901897800736894
your_model_id,2023-06-23,2023-05-30,SUGG,ensemble,9,chla,2.170171053453957
your_model_id,2023-06-24,2023-05-30,SUGG,ensemble,9,chla,-0.6012251991812956
your_model_id,2023-06-25,2023-05-30,SUGG,ensemble,9,chla,-3.679398953202456
your_model_id,2023-06-26,2023-05-30,SUGG,ensemble,9,chla,-7.314834260151123
your_model_id,2023-06-27,2023-05-30,SUGG,ensemble,9,chla,-3.9729514193762534
your_model_id,2023-06-28,2023-05-30,SUGG,ensemble,9,chla,-5.376044313047697
your_model_id,2023-06-29,2023-05-30,SUGG,ensemble,9,chla,-4.653064236307908
your_model_id,2023-06-30,2023-05-30,SUGG,ensemble,9,chla,-6.326268697643052
your_model_id,2023-07-01,2023-05-30,SUGG,ensemble,9,chla,-9.409386033445776
your_model_id,2023-07-02,2023-05-30,SUGG,ensemble,9,chla,-10.542653412646324
your_model_id,2023-07-03,2023-05-30,SUGG,ensemble,9,chla,-12.297590315077162
