datetime,site_id,variable,observation
2017-12-09,BARC,chla,NA
2017-12-10,BARC,chla,NA
2017-12-11,BARC,chla,NA
2017-12-12,BARC,chla,NA
2017-12-13,BARC,chla,NA
2017-12-14,BARC,chla,NA
2017-12-15,BARC,chla,NA
2017-12-16,BARC,chla,NA
2017-12-17,BARC,chla,NA
2017-12-18,BARC,chla,NA
2017-12-19,BARC,chla,NA
2017-12-20,BARC,chla,NA
2018-01-04,BARC,chla,NA
2018-01-05,BARC,chla,NA
2018-01-06,BARC,chla,NA
2018-01-07,BARC,chla,NA
2018-01-08,BARC,chla,NA
2018-01-09,BARC,chla,NA
2018-01-10,BARC,chla,NA
2018-01-11,BARC,chla,NA
2018-01-12,BARC,chla,NA
2018-01-13,BARC,chla,NA
2018-01-14,BARC,chla,NA
2018-01-15,BARC,chla,NA
2018-01-16,BARC,chla,NA
2018-01-17,BARC,chla,NA
2018-01-18,BARC,chla,NA
2018-01-19,BARC,chla,NA
2018-01-20,BARC,chla,NA
2018-01-21,BARC,chla,NA
2018-01-22,BARC,chla,NA
2018-01-23,BARC,chla,NA
2018-01-24,BARC,chla,NA
2018-01-25,BARC,chla,NA
2018-01-26,BARC,chla,NA
2018-01-27,BARC,chla,NA
2018-01-28,BARC,chla,NA
2018-01-29,BARC,chla,NA
2018-01-30,BARC,chla,NA
2018-01-31,BARC,chla,NA
2018-02-01,BARC,chla,NA
2018-02-02,BARC,chla,NA
2018-02-03,BARC,chla,NA
2018-02-04,BARC,chla,NA
2018-02-05,BARC,chla,NA
2018-02-06,BARC,chla,NA
2018-02-07,BARC,chla,NA
2018-02-08,BARC,chla,NA
2018-02-09,BARC,chla,NA
2018-02-10,BARC,chla,NA
2018-02-11,BARC,chla,NA
2018-02-12,BARC,chla,NA
2018-02-13,BARC,chla,NA
2018-02-14,BARC,chla,NA
2018-02-15,BARC,chla,NA
2018-02-16,BARC,chla,NA
2018-02-17,BARC,chla,NA
2018-02-18,BARC,chla,NA
2018-02-19,BARC,chla,NA
2018-02-20,BARC,chla,NA
2018-02-21,BARC,chla,NA
2018-02-22,BARC,chla,NA
2018-02-23,BARC,chla,NA
2018-02-24,BARC,chla,NA
2018-02-25,BARC,chla,NA
2018-02-26,BARC,chla,NA
2018-02-27,BARC,chla,NA
2018-02-28,BARC,chla,NA
2018-03-01,BARC,chla,NA
2018-03-02,BARC,chla,NA
2018-03-03,BARC,chla,NA
2018-03-04,BARC,chla,NA
2018-03-05,BARC,chla,NA
2018-03-06,BARC,chla,NA
2018-03-07,BARC,chla,NA
2018-03-08,BARC,chla,NA
2018-03-13,BARC,chla,2.37
2018-03-14,BARC,chla,2.466666666666667
2018-03-15,BARC,chla,3.3
2018-03-16,BARC,chla,1.69
2018-03-18,BARC,chla,1.7541489361702127
2018-03-19,BARC,chla,1.7263541666666666
2018-03-20,BARC,chla,1.6532291666666667
2018-03-21,BARC,chla,1.5354736842105263
2018-03-22,BARC,chla,1.6644444444444444
2018-03-23,BARC,chla,1.8516666666666663
2018-03-24,BARC,chla,1.7563440860215054
2018-03-25,BARC,chla,1.4903157894736845
2018-03-26,BARC,chla,1.5614035087719298
2018-03-27,BARC,chla,1.567
2018-03-28,BARC,chla,1.5159154929577463
2018-03-29,BARC,chla,1.2422916666666666
2018-03-30,BARC,chla,1.3317708333333331
2018-03-31,BARC,chla,1.3087654320987654
2018-04-01,BARC,chla,1.2886458333333333
2018-04-02,BARC,chla,1.2040625
2018-04-03,BARC,chla,1.036547619047619
2018-04-04,BARC,chla,1.1408333333333334
2018-04-10,BARC,chla,NA
2018-04-11,BARC,chla,NA
2018-04-12,BARC,chla,2.25
2018-04-14,BARC,chla,1.07
2018-04-16,BARC,chla,1.56
2018-04-17,BARC,chla,2.46
2018-04-22,BARC,chla,2.215
2018-04-23,BARC,chla,NA
2018-04-24,BARC,chla,NA
2018-04-25,BARC,chla,NA
2018-04-26,BARC,chla,NA
2018-04-27,BARC,chla,NA
2018-04-28,BARC,chla,NA
2018-04-29,BARC,chla,NA
2018-04-30,BARC,chla,NA
2018-05-01,BARC,chla,NA
2018-05-02,BARC,chla,NA
2018-05-03,BARC,chla,NA
2018-05-04,BARC,chla,NA
2018-05-05,BARC,chla,NA
2018-05-06,BARC,chla,NA
2018-05-07,BARC,chla,NA
2018-05-08,BARC,chla,NA
2018-05-09,BARC,chla,NA
2018-05-10,BARC,chla,NA
2018-05-11,BARC,chla,0.47
2018-05-13,BARC,chla,0.54
2018-05-15,BARC,chla,1.04
2018-05-16,BARC,chla,1.12
2018-05-20,BARC,chla,0.88
2018-05-21,BARC,chla,3.21
2018-05-24,BARC,chla,1.34
2018-05-28,BARC,chla,1.5
2018-05-29,BARC,chla,NA
2018-06-02,BARC,chla,1.19
2018-06-04,BARC,chla,1.495
2018-06-06,BARC,chla,1.81
2018-06-07,BARC,chla,2.11
2018-06-11,BARC,chla,1.44
2018-06-12,BARC,chla,2.52
2018-06-13,BARC,chla,1.46
2018-06-14,BARC,chla,2.2
2018-06-15,BARC,chla,2.66
2018-06-16,BARC,chla,NA
2018-06-17,BARC,chla,NA
2018-06-19,BARC,chla,NA
2018-06-20,BARC,chla,1.29
2018-06-21,BARC,chla,NA
2018-06-23,BARC,chla,NA
2018-06-24,BARC,chla,0.8975
2018-06-27,BARC,chla,NA
2018-06-28,BARC,chla,1.48
2018-06-29,BARC,chla,NA
2018-06-30,BARC,chla,NA
2018-07-01,BARC,chla,NA
2018-07-02,BARC,chla,1.7599999999999998
2018-07-03,BARC,chla,2.702
2018-07-04,BARC,chla,8.968333333333334
2018-07-05,BARC,chla,NA
2018-07-13,BARC,chla,NA
2018-07-14,BARC,chla,NA
2018-07-15,BARC,chla,NA
2018-07-16,BARC,chla,NA
2018-07-17,BARC,chla,5.176
2018-07-18,BARC,chla,4.819487179487179
2018-07-19,BARC,chla,4.14
2018-07-20,BARC,chla,4.54982905982906
2018-07-21,BARC,chla,4.753703703703704
2018-07-22,BARC,chla,4.584375
2018-07-23,BARC,chla,3.976428571428571
2018-07-24,BARC,chla,NA
2018-07-25,BARC,chla,NA
2018-07-26,BARC,chla,NA
2018-07-27,BARC,chla,NA
2018-07-28,BARC,chla,NA
2018-07-29,BARC,chla,NA
2018-07-30,BARC,chla,4.525066666666667
2018-07-31,BARC,chla,7.202718446601942
2018-08-01,BARC,chla,7.13
2018-08-02,BARC,chla,7.06
2018-08-03,BARC,chla,7.707142857142857
2018-08-04,BARC,chla,5.66
2018-08-05,BARC,chla,6.246
2018-08-06,BARC,chla,6.12375
2018-08-07,BARC,chla,NA
2018-08-08,BARC,chla,NA
2018-08-09,BARC,chla,NA
2018-08-10,BARC,chla,NA
2018-08-11,BARC,chla,NA
2018-08-12,BARC,chla,NA
2018-08-13,BARC,chla,NA
2018-08-14,BARC,chla,NA
2018-08-15,BARC,chla,NA
2018-08-16,BARC,chla,NA
2018-08-17,BARC,chla,NA
2018-08-18,BARC,chla,NA
2018-08-19,BARC,chla,NA
2018-08-20,BARC,chla,NA
2018-08-21,BARC,chla,0.02
2018-08-22,BARC,chla,NA
2018-08-23,BARC,chla,NA
2018-08-24,BARC,chla,NA
2018-08-25,BARC,chla,0
2018-08-26,BARC,chla,NA
2018-08-27,BARC,chla,NA
2018-08-28,BARC,chla,2.2421052631578946
2018-08-29,BARC,chla,2.7094117647058824
2018-08-30,BARC,chla,2.7047448979591837
2018-08-31,BARC,chla,2.469581395348837
2018-09-01,BARC,chla,2.498730964467005
2018-09-02,BARC,chla,3.282755905511811
2018-09-03,BARC,chla,3.3144635193133047
2018-09-04,BARC,chla,3.2428019323671498
2018-09-05,BARC,chla,3.103
2018-09-06,BARC,chla,2.9872549019607844
2018-09-07,BARC,chla,3.181991150442478
2018-09-08,BARC,chla,3.8043445692883897
2018-09-09,BARC,chla,3.772566037735849
2018-09-10,BARC,chla,3.116018957345972
2018-09-11,BARC,chla,2.7671428571428573
2018-09-12,BARC,chla,2.56
2018-09-13,BARC,chla,3.150113636363636
2018-09-14,BARC,chla,3.187489177489178
2018-09-15,BARC,chla,NA
2018-09-16,BARC,chla,1.95
2018-09-19,BARC,chla,2.59
2018-09-20,BARC,chla,4.050000000000001
2018-09-21,BARC,chla,4.44
2018-09-22,BARC,chla,4.065771428571429
2018-09-23,BARC,chla,4.4177611940298505
2018-09-24,BARC,chla,4.322403433476395
2018-09-25,BARC,chla,3.2946043165467627
2018-09-26,BARC,chla,3.111530054644809
2018-09-27,BARC,chla,3.500583333333333
2018-09-28,BARC,chla,3.8776470588235297
2018-09-29,BARC,chla,5.1460869565217395
2018-09-30,BARC,chla,6.207692307692308
2018-10-01,BARC,chla,7.621272727272728
2018-10-02,BARC,chla,8.664242424242424
2018-10-03,BARC,chla,8.706842105263158
2018-10-04,BARC,chla,9.646066176470589
2018-10-05,BARC,chla,10.522204724409448
2018-10-06,BARC,chla,12.596236559139784
2018-10-07,BARC,chla,14.516843971631204
2018-10-08,BARC,chla,16.467014388489208
2018-10-09,BARC,chla,16.597877697841728
2018-10-10,BARC,chla,15.019402173913043
2018-10-11,BARC,chla,6.526327272727273
2018-10-12,BARC,chla,6.0319927536231885
2018-10-13,BARC,chla,5.532035087719298
2018-10-14,BARC,chla,5.1952727272727275
2018-10-15,BARC,chla,4.249893617021277
2018-10-16,BARC,chla,3.726993006993007
2018-10-17,BARC,chla,3.2083333333333335
2018-10-18,BARC,chla,2.912847222222222
2018-10-19,BARC,chla,3.7621180555555553
2018-10-20,BARC,chla,3.93875
2018-10-21,BARC,chla,3.5535540069686413
2018-10-22,BARC,chla,4.1510837438423644
2018-10-23,BARC,chla,5.5
2018-10-24,BARC,chla,NA
2018-10-25,BARC,chla,NA
2018-10-26,BARC,chla,NA
2018-10-27,BARC,chla,NA
2018-10-28,BARC,chla,NA
2018-10-29,BARC,chla,NA
2018-10-30,BARC,chla,NA
2018-10-31,BARC,chla,NA
2018-11-01,BARC,chla,NA
2018-11-02,BARC,chla,NA
2018-11-03,BARC,chla,NA
2018-11-04,BARC,chla,NA
2018-11-05,BARC,chla,NA
2018-11-06,BARC,chla,2.67104
2018-11-07,BARC,chla,2.7929571984435797
2018-11-08,BARC,chla,2.744931506849315
2018-11-09,BARC,chla,2.806421052631579
2018-11-10,BARC,chla,3.556363636363636
2018-11-11,BARC,chla,4.760383275261324
2018-11-12,BARC,chla,4.570140350877193
2018-11-13,BARC,chla,3.686975088967971
2018-11-14,BARC,chla,3.842147887323944
2018-11-15,BARC,chla,4.901236363636364
2018-11-16,BARC,chla,4.480394265232975
2018-11-17,BARC,chla,4.001530249110321
2018-11-18,BARC,chla,3.652701754385965
2018-11-19,BARC,chla,4.101666666666667
2018-11-20,BARC,chla,4.387711864406779
2018-11-21,BARC,chla,3.782016806722689
2018-11-22,BARC,chla,4.280530973451327
2018-11-23,BARC,chla,3.6285950413223143
2018-11-24,BARC,chla,3.712051282051282
2018-11-25,BARC,chla,4.124639175257732
2018-11-26,BARC,chla,4.7491954022988505
2018-11-27,BARC,chla,3.780243902439024
2018-11-28,BARC,chla,3.659557522123894
2018-11-29,BARC,chla,3.5801769911504424
2018-11-30,BARC,chla,3.185378151260504
2018-12-01,BARC,chla,3.291153846153846
2018-12-02,BARC,chla,3.131203007518797
2018-12-03,BARC,chla,3.381125
2018-12-04,BARC,chla,NA
2018-12-05,BARC,chla,NA
2018-12-06,BARC,chla,NA
2018-12-07,BARC,chla,NA
2018-12-08,BARC,chla,NA
2018-12-09,BARC,chla,NA
2018-12-11,BARC,chla,NA
2018-12-12,BARC,chla,0.8926086956521739
2018-12-13,BARC,chla,0.8774096385542168
2018-12-14,BARC,chla,NA
2018-12-15,BARC,chla,NA
2018-12-16,BARC,chla,NA
2018-12-17,BARC,chla,NA
2018-12-18,BARC,chla,NA
2018-12-19,BARC,chla,1.3381196581196582
2018-12-20,BARC,chla,1.23412
2018-12-21,BARC,chla,1.132
2018-12-22,BARC,chla,0.9508724832214764
2018-12-23,BARC,chla,1.16604
2018-12-24,BARC,chla,1.0872200772200773
2018-12-25,BARC,chla,0.9997416974169742
2018-12-26,BARC,chla,0.969808429118774
2018-12-27,BARC,chla,1.0801140684410646
2018-12-28,BARC,chla,1.1401136363636364
2018-12-29,BARC,chla,1.2635205992509364
2018-12-30,BARC,chla,1.3625954198473282
2018-12-31,BARC,chla,1.0752107279693486
2019-01-01,BARC,chla,0.9321942446043164
2019-01-02,BARC,chla,0.8634090909090909
2019-01-03,BARC,chla,NA
2019-01-04,BARC,chla,NA
2019-01-05,BARC,chla,NA
2019-01-06,BARC,chla,NA
2019-01-07,BARC,chla,NA
2019-01-08,BARC,chla,NA
2019-01-09,BARC,chla,NA
2019-01-10,BARC,chla,NA
2019-01-11,BARC,chla,NA
2019-01-12,BARC,chla,NA
2019-01-13,BARC,chla,NA
2019-01-14,BARC,chla,NA
2019-01-15,BARC,chla,NA
2019-01-16,BARC,chla,NA
2019-01-17,BARC,chla,NA
2019-01-18,BARC,chla,NA
2019-01-19,BARC,chla,NA
2019-01-20,BARC,chla,NA
2019-01-21,BARC,chla,NA
2019-01-22,BARC,chla,NA
2019-01-23,BARC,chla,NA
2019-01-24,BARC,chla,NA
2019-01-25,BARC,chla,NA
2019-01-26,BARC,chla,NA
2019-01-27,BARC,chla,NA
2019-01-28,BARC,chla,NA
2019-01-29,BARC,chla,NA
2019-01-30,BARC,chla,NA
2019-01-31,BARC,chla,1.060950226244344
2019-02-01,BARC,chla,0.9120629370629372
2019-02-02,BARC,chla,0.9975347222222224
2019-02-03,BARC,chla,0.89125
2019-02-04,BARC,chla,0.6900000000000001
2019-02-05,BARC,chla,0.5843508771929825
2019-02-06,BARC,chla,0.28874074074074074
2019-02-07,BARC,chla,0.19922794117647055
2019-02-08,BARC,chla,0.1613135593220339
2019-02-09,BARC,chla,0.1908467741935484
2019-02-10,BARC,chla,0.3040287769784173
2019-02-11,BARC,chla,0.28317596566523606
2019-02-12,BARC,chla,0.16324468085106383
2019-02-13,BARC,chla,0.14477987421383648
2019-02-14,BARC,chla,0.12071428571428572
2019-02-15,BARC,chla,0.1588111888111888
2019-02-16,BARC,chla,0.13173333333333334
2019-02-17,BARC,chla,0.15464705882352942
2019-02-18,BARC,chla,0.13290076335877862
2019-02-19,BARC,chla,0.26283870967741935
2019-02-20,BARC,chla,0.19037837837837837
2019-02-21,BARC,chla,0.15096296296296297
2019-02-22,BARC,chla,0.15641221374045802
2019-02-23,BARC,chla,0.1056140350877193
2019-02-24,BARC,chla,0.17410596026490066
2019-02-25,BARC,chla,0.20329842931937173
2019-02-26,BARC,chla,0.3879622641509434
2019-02-27,BARC,chla,0.4253090909090909
2019-02-28,BARC,chla,0.20839506172839503
2019-03-01,BARC,chla,0.23822695035460992
2019-03-02,BARC,chla,0.23142307692307693
2019-03-03,BARC,chla,0.21737903225806451
2019-03-04,BARC,chla,0.30593869731800766
2019-03-05,BARC,chla,0.43546762589928056
2019-03-06,BARC,chla,0.5240701754385965
2019-03-07,BARC,chla,0.48625454545454544
2019-03-08,BARC,chla,0.2883088235294118
2019-03-09,BARC,chla,0.2654878048780488
2019-03-10,BARC,chla,0.19786363636363635
2019-03-11,BARC,chla,0.16266666666666665
2019-03-12,BARC,chla,0.16160427807486633
2019-03-13,BARC,chla,0.207487922705314
2019-03-14,BARC,chla,0.20450892857142855
2019-03-15,BARC,chla,0.2734269662921348
2019-03-16,BARC,chla,0.36374545454545454
2019-03-17,BARC,chla,0.5521223021582734
2019-03-18,BARC,chla,0.7823487544483986
2019-03-19,BARC,chla,1.1867857142857143
2019-03-20,BARC,chla,1.452170818505338
2019-03-21,BARC,chla,1.096594982078853
2019-03-22,BARC,chla,1.699638989169675
2019-03-23,BARC,chla,1.2773741007194244
2019-03-24,BARC,chla,1.0330434782608695
2019-03-25,BARC,chla,0.9333802816901408
2019-03-26,BARC,chla,1.4021602787456446
2019-03-27,BARC,chla,1.5853333333333333
2019-03-28,BARC,chla,2.0427636363636363
2019-03-29,BARC,chla,0.9440989399293286
2019-03-30,BARC,chla,0.5753
2019-03-31,BARC,chla,0.6305128205128205
2019-04-01,BARC,chla,0.7093584905660377
2019-04-02,BARC,chla,1.10632
2019-04-03,BARC,chla,1.160176056338028
2019-04-04,BARC,chla,0.9665263157894736
2019-04-05,BARC,chla,0.9680555555555556
2019-04-06,BARC,chla,0.8753125
2019-04-07,BARC,chla,0.6340972222222222
2019-04-08,BARC,chla,0.5644907407407408
2019-04-09,BARC,chla,0.4386759581881533
2019-04-10,BARC,chla,0.42211805555555554
2019-04-11,BARC,chla,0.3582105263157895
2019-04-12,BARC,chla,0.33433566433566436
2019-04-13,BARC,chla,0.32159010600706717
2019-04-14,BARC,chla,0.29067857142857145
2019-04-15,BARC,chla,0.21678966789667897
2019-04-16,BARC,chla,0.1970260223048327
2019-04-17,BARC,chla,0.1954863813229572
2019-04-18,BARC,chla,0.19856617647058825
2019-04-19,BARC,chla,0.3042957746478873
2019-04-20,BARC,chla,0.5202090592334495
2019-04-21,BARC,chla,0.5706597222222223
2019-04-22,BARC,chla,0.38306620209059233
2019-04-23,BARC,chla,0.20319702602230483
2019-04-24,BARC,chla,0.14948275862068966
2019-04-25,BARC,chla,0.1270909090909091
2019-04-26,BARC,chla,0.12767175572519085
2019-04-27,BARC,chla,0.12412878787878788
2019-04-28,BARC,chla,0.10151394422310756
2019-04-29,BARC,chla,0.09338775510204082
2019-04-30,BARC,chla,0.1339051094890511
2019-05-01,BARC,chla,0.14458181818181817
2019-05-02,BARC,chla,0.14567857142857144
2019-05-03,BARC,chla,0.21341549295774648
2019-05-04,BARC,chla,0.19024734982332156
2019-05-05,BARC,chla,0.33238596491228073
2019-05-06,BARC,chla,0.40195121951219515
2019-05-07,BARC,chla,0.2573867595818815
2019-05-08,BARC,chla,0.29024475524475524
2019-05-09,BARC,chla,0.3845077720207254
2019-05-10,BARC,chla,0.3545296167247387
2019-05-11,BARC,chla,0.32929328621908127
2019-05-12,BARC,chla,0.3088111888111888
2019-05-13,BARC,chla,0.4323157894736842
2019-05-14,BARC,chla,0.5295703125
2019-05-15,BARC,chla,0.4887279151943463
2019-05-16,BARC,chla,0.4809440559440559
2019-05-17,BARC,chla,0.4043859649122807
2019-05-18,BARC,chla,0.3846315789473685
2019-05-19,BARC,chla,0.4282394366197183
2019-05-20,BARC,chla,0.3662152777777778
2019-05-21,BARC,chla,0.29178947368421054
2019-05-22,BARC,chla,0.26766550522648086
2019-05-23,BARC,chla,0.3644852941176471
2019-05-24,BARC,chla,0.40230263157894736
2019-05-25,BARC,chla,0.2793333333333333
2019-05-26,BARC,chla,0.284822695035461
2019-05-27,BARC,chla,0.2575177304964539
2019-05-28,BARC,chla,0.23743772241992883
2019-05-29,BARC,chla,0.2941608391608392
2019-05-30,BARC,chla,0.27685512367491166
2019-05-31,BARC,chla,0.27102836879432624
2019-06-01,BARC,chla,0.34643356643356643
2019-06-02,BARC,chla,0.3577003484320557
2019-06-03,BARC,chla,0.4353757225433526
2019-06-04,BARC,chla,0.3905594405594406
2019-06-05,BARC,chla,0.5075609756097561
2019-06-06,BARC,chla,0.5752307692307692
2019-06-07,BARC,chla,0.8041176470588235
2019-06-08,BARC,chla,0.99
2019-06-09,BARC,chla,1.1107894736842103
2019-06-10,BARC,chla,1.0513194444444445
2019-06-11,BARC,chla,0.8587671232876712
2019-06-12,BARC,chla,1.0666433566433566
2019-06-13,BARC,chla,1.3937007874015748
2019-06-14,BARC,chla,0.9644594594594594
2019-06-15,BARC,chla,1.1648101265822786
2019-06-16,BARC,chla,0.9636
2019-06-17,BARC,chla,1.2246753246753246
2019-06-18,BARC,chla,1.624569536423841
2019-06-19,BARC,chla,1.7421782178217822
2019-06-20,BARC,chla,1.813758389261745
2019-06-21,BARC,chla,1.7948101265822785
2019-06-22,BARC,chla,1.6733766233766234
2019-06-23,BARC,chla,1.445
2019-06-24,BARC,chla,1.1147169811320754
2019-06-25,BARC,chla,1.081195652173913
2019-06-26,BARC,chla,0.7995031055900621
2019-06-27,BARC,chla,0.7716666666666667
2019-06-28,BARC,chla,NA
2019-06-29,BARC,chla,1.164503311258278
2019-06-30,BARC,chla,1.2915686274509803
2019-07-01,BARC,chla,0.9063057324840764
2019-07-02,BARC,chla,0.6948591549295775
2019-07-03,BARC,chla,0.6125
2019-07-04,BARC,chla,0.48875
2019-07-05,BARC,chla,0.6958333333333333
2019-07-06,BARC,chla,0.9726724137931034
2019-07-07,BARC,chla,0.8840287769784173
2019-07-08,BARC,chla,0.8692957746478873
2019-07-09,BARC,chla,0.6915322580645161
2019-07-10,BARC,chla,0.8249275362318841
2019-07-11,BARC,chla,0.6864743589743589
2019-07-12,BARC,chla,0.7175
2019-07-13,BARC,chla,0.7868666666666667
2019-07-14,BARC,chla,0.523625
2019-07-15,BARC,chla,0.5613461538461538
2019-07-16,BARC,chla,0.6492605633802817
2019-07-17,BARC,chla,0.8352016129032258
2019-07-18,BARC,chla,1.2439877300613498
2019-07-19,BARC,chla,1.2290243902439024
2019-07-20,BARC,chla,1.679559748427673
2019-07-21,BARC,chla,1.7754335260115608
2019-07-22,BARC,chla,1.6667105263157895
2019-07-23,BARC,chla,1.7304861111111112
2019-07-24,BARC,chla,2.159476439790576
2019-07-25,BARC,chla,1.7508496732026144
2019-07-26,BARC,chla,2.17390625
2019-07-27,BARC,chla,1.7613333333333334
2019-07-28,BARC,chla,2.277888198757764
2019-07-29,BARC,chla,2.759851485148515
2019-07-30,BARC,chla,3.0318543046357616
2019-07-31,BARC,chla,4.000197368421053
2019-08-01,BARC,chla,4.801164383561644
2019-08-02,BARC,chla,4.039428571428571
2019-08-03,BARC,chla,2.9419310344827587
2019-08-04,BARC,chla,2.5734177215189873
2019-08-05,BARC,chla,2.012628205128205
2019-08-06,BARC,chla,1.454967320261438
2019-08-07,BARC,chla,1.8031506849315069
2019-08-08,BARC,chla,1.4827814569536424
2019-08-09,BARC,chla,1.315979020979021
2019-08-10,BARC,chla,0.988894472361809
2019-08-11,BARC,chla,0.7210191082802547
2019-08-12,BARC,chla,0.8555102040816327
2019-08-13,BARC,chla,NA
2019-08-14,BARC,chla,1.006530612244898
2019-08-15,BARC,chla,1.4618439716312055
2019-08-16,BARC,chla,1.7805309734513275
2019-08-17,BARC,chla,1.748095238095238
2019-08-18,BARC,chla,1.6426356589147286
2019-08-19,BARC,chla,1.558013698630137
2019-08-20,BARC,chla,1.6310569105691055
2019-08-21,BARC,chla,2.0143835616438355
2019-08-22,BARC,chla,1.8801342281879192
2019-08-23,BARC,chla,1.9118120805369128
2019-08-24,BARC,chla,2.0018243243243243
2019-08-25,BARC,chla,2.041223021582734
2019-08-26,BARC,chla,2.025114503816794
2019-08-27,BARC,chla,2.2294285714285715
2019-08-28,BARC,chla,1.9682905982905985
2019-08-29,BARC,chla,1.6868918918918918
2019-08-30,BARC,chla,2.386231884057971
2019-08-31,BARC,chla,2.017605633802817
2019-09-01,BARC,chla,2.1152027027027027
2019-09-02,BARC,chla,1.9143243243243244
2019-09-03,BARC,chla,1.747837837837838
2019-09-04,BARC,chla,1.7836296296296297
2019-09-05,BARC,chla,NA
2019-09-06,BARC,chla,NA
2019-09-07,BARC,chla,NA
2019-09-08,BARC,chla,0.91125
2019-09-09,BARC,chla,1.064468085106383
2019-09-10,BARC,chla,1.0690070921985817
2019-09-11,BARC,chla,1.3692307692307693
2019-09-12,BARC,chla,1.6517910447761197
2019-09-13,BARC,chla,2.0753956834532374
2019-09-14,BARC,chla,2.324074074074074
2019-09-15,BARC,chla,2.25125
2019-09-16,BARC,chla,2.4211510791366906
2019-09-17,BARC,chla,2.5766666666666667
2019-09-18,BARC,chla,2.729767441860465
2019-09-19,BARC,chla,2.6838931297709925
2019-09-20,BARC,chla,2.2468345323741006
2019-09-21,BARC,chla,2.3150757575757575
2019-09-22,BARC,chla,2.8944360902255637
2019-09-23,BARC,chla,2.954179104477612
2019-09-24,BARC,chla,1.9228571428571428
2019-09-25,BARC,chla,1.658148148148148
2019-09-26,BARC,chla,1.7585714285714285
2019-09-27,BARC,chla,1.5294488188976378
2019-09-28,BARC,chla,2.1557142857142857
2019-09-29,BARC,chla,1.7847058823529411
2019-09-30,BARC,chla,1.6821052631578948
2019-10-01,BARC,chla,1.766030534351145
2019-10-02,BARC,chla,1.964225352112676
2019-10-03,BARC,chla,2.204388489208633
2019-10-04,BARC,chla,1.9707194244604316
2019-10-05,BARC,chla,2.4120979020979023
2019-10-06,BARC,chla,2.4446703296703296
2019-10-07,BARC,chla,1.948219178082192
2019-10-08,BARC,chla,1.2640625
2019-10-09,BARC,chla,0.8954545454545455
2019-10-10,BARC,chla,0.6447142857142857
2019-10-11,BARC,chla,0.47784172661870505
2019-10-12,BARC,chla,0.5916104868913857
2019-10-13,BARC,chla,0.5530545454545455
2019-10-14,BARC,chla,0.4876
2019-10-15,BARC,chla,0.5807885304659498
2019-10-16,BARC,chla,1.062892857142857
2019-10-17,BARC,chla,1.902787456445993
2019-10-18,BARC,chla,2.0586363636363636
2019-10-19,BARC,chla,2.007870036101083
